"feature","frequency"
"fontana",35
"ladd",35
"hard-earned",35
"relished",35
"schaffer",35
"pw",35
"toiletries",35
"bowled",35
"quinton",35
"mammal",35
"reagan's",35
"infidelity",35
"two-point",35
"barks",35
"invests",35
"rf",35
"defamation",35
"coils",35
"theatre's",35
"far-flung",35
"blake's",35
"90th",35
"firth",35
"odors",35
"equated",35
"markus",35
"numerical",35
"rosetta",35
"headway",35
"certifications",35
"loveland",35
"seatbelt",35
"unnerving",35
"rectify",35
"teixeira",35
"mistaking",35
"pattinson",35
"thorny",35
"pennant",35
"adv",35
"yaaay",35
"beane",35
"horan",35
"adjourned",35
"behest",35
"chung",35
"negotiator",35
"wakefield",35
"third-largest",35
"cheri",35
"beatty",35
"swivel",35
"mpaa",35
"forgery",35
"sebelius",35
"state-run",35
"loyalties",35
"gaffney",35
"webster's",35
"realy",35
"caseworkers",35
"grower",35
"mondo",35
"bridgestone",35
"rages",35
"coos",35
"bloods",35
"ward's",35
"ramekins",35
"million-dollar",35
"charlize",35
"agh",35
"gershwin",35
"campos",35
"aggressiveness",35
"a6",35
"roenicke",35
"mcl",35
"outsourced",35
"x-mas",35
"newsies",35
"broil",35
"blockbusters",35
"callback",35
"expulsion",35
"cava",35
"attribution",35
"mixtapes",35
"vonnegut",35
"waukesha",35
"mckeon",35
"macadamia",35
"councilmen",35
"inpatient",35
"servicers",35
"assemblage",35
"scrooge",35
"miami-dade",35
"reinstate",35
"highest-paid",35
"saws",35
"gac",35
"rnc",35
"postponement",35
"voter-approved",35
"all-in",35
"missourians",35
"deandre",35
"towne",35
"gunner",35
"lucille",35
"ro",35
"bmx",35
"rumi",35
"underfunded",35
"re-entry",35
"right-to-work",35
"afl-cio",35
"dufner",35
"schaub",35
"brewster",35
"bocce",35
"co-chairman",35
"wheating",35
"berglund",35
"azarenka",35
"wale",35
"#americanidol",35
"msd",35
"babygirl",35
"stenger",35
"chef-owner",35
"energy-efficient",35
"muny",35
"middleburg",35
"woodburn",35
"frankel",35
"sinha",35
"2-for-4",35
"roethlisberger",35
"2-4-1",35
"12-2",35
"preso",35
"#houston",35
"#yee",35
"www.radiotagr.com",35
"#mavs",35
"#smash",35
"www.reverbnation.com",35
"ahahah",35
"austins",35
"#food",35
"#raw",35
"#thatawkwardmomentwhen",35
"okayy",35
"#philly",35
"iight",35
"#soccer",35
"wmyb",35
"#twins",35
"fruitless",34
"al's",34
"eyeglasses",34
"re-evaluate",34
"nell",34
"outrageously",34
"disturbances",34
"enoch",34
"daffodil",34
"demeaning",34
"runways",34
"matt's",34
"enveloped",34
"jumpsuit",34
"conquering",34
"thoroughfare",34
"adaptable",34
"afrikaans",34
"arched",34
"decadence",34
"co-sponsored",34
"slanted",34
"patina",34
"harrelson",34
"scarring",34
"volcanoes",34
"queues",34
"unwrapped",34
"headless",34
"scrum",34
"buckled",34
"unfiltered",34
"hernia",34
"pia",34
"scour",34
"reimbursements",34
"barbra",34
"umpires",34
"lug",34
"plummet",34
"softcover",34
"scrutinize",34
"pappy",34
"atwood",34
"affirming",34
"awning",34
"clear-cut",34
"particulars",34
"al-qaradhawi",34
"tor",34
"coda",34
"stiffness",34
"indoctrination",34
"plop",34
"jazzed",34
"sundown",34
"macedonia",34
"overbearing",34
"do's",34
"don'ts",34
"laminated",34
"gcb",34
"paces",34
"ukip",34
"brownstein",34
"splintered",34
"eluded",34
"scarborough",34
"alexander's",34
"favours",34
"squeal",34
"upping",34
"sitcoms",34
"syllables",34
"lyrically",34
"cyclone",34
"receding",34
"madagascar",34
"equator",34
"potions",34
"myra",34
"anwaar",34
"dents",34
"synthesizer",34
"rabbis",34
"maven",34
"elation",34
"chet",34
"well-balanced",34
"x2",34
"reactionary",34
"situational",34
"community-based",34
"denounce",34
"fanatical",34
"socio-economic",34
"zany",34
"subbing",34
"rock's",34
"climber",34
"fiend",34
"add-ons",34
"sensuality",34
"josé",34
"placid",34
"mid-century",34
"rg",34
"bowles",34
"toshiba",34
"fixated",34
"gentleness",34
"jacoby",34
"alder",34
"pisces",34
"derision",34
"taxpayer-funded",34
"scarecrow",34
"knotted",34
"humiliate",34
"outwardly",34
"veils",34
"iteration",34
"tiaras",34
"brodsky",34
"niro",34
"kickboxing",34
"augment",34
"tanker",34
"onesie",34
"shrewd",34
"membrane",34
"rafa",34
"skinless",34
"bamako",34
"downsize",34
"jumbled",34
"next-door",34
"freehold",34
"bh",34
"conaway",34
"dilemmas",34
"methodical",34
"bodes",34
"hindered",34
"els",34
"hedgehog",34
"roost",34
"anvil",34
"sweethearts",34
"flounder",34
"metrolink",34
"fleener",34
"metaphorically",34
"kosovo",34
"uh-oh",34
"unkind",34
"cheng",34
"gasps",34
"pell",34
"labored",34
"blanch",34
"resided",34
"marlowe",34
"hickman",34
"carvings",34
"scooby",34
"unprotected",34
"kissinger",34
"outcast",34
"bevy",34
"seamstress",34
"caricatures",34
"stymied",34
"jl",34
"glows",34
"enclosure",34
"playable",34
"pulsing",34
"retaliate",34
"chews",34
"journal's",34
"touts",34
"vallejo",34
"weeknight",34
"lesniak",34
"feverish",34
"complemented",34
"malkin",34
"neutered",34
"prodded",34
"swims",34
"postman",34
"innumerable",34
"dazzled",34
"ppc",34
"lange",34
"anne's",34
"sprinklers",34
"alters",34
"vikes",34
"throwin",34
"seeping",34
"modernization",34
"cayman",34
"anniversaries",34
"callaway",34
"mid-morning",34
"domaine",34
"prerogative",34
"bloomsbury",34
"licensor",34
"flaunt",34
"inventors",34
"impediment",34
"discernment",34
"froth",34
"wallow",34
"sledding",34
"cheetos",34
"tirade",34
"clowning",34
"41st",34
"diapering",34
"groucho",34
"taper",34
"valiant",34
"unfriendly",34
"aborted",34
"racy",34
"poe's",34
"bookcases",34
"boss's",34
"snorkel",34
"ifs",34
"hokey",34
"tintin",34
"degeneration",34
"chute",34
"reputed",34
"shrill",34
"reflux",34
"calligraphy",34
"unneeded",34
"halter",34
"griffiths",34
"woolf",34
"conductors",34
"navarro",34
"mangoes",34
"countess",34
"contraption",34
"raccoon",34
"calmness",34
"alden",34
"break-in",34
"objectionable",34
"breaches",34
"infomercial",34
"swiped",34
"pre-season",34
"prunes",34
"mast",34
"vials",34
"wail",34
"snowboard",34
"commentaries",34
"grammy's",34
"dunne",34
"supermodel",34
"misrepresented",34
"converged",34
"drive-thru",34
"sputtering",34
"orchestras",34
"waitresses",34
"parry",34
"life-saving",34
"tablecloth",34
"unplanned",34
"sarkozy's",34
"ridiculousness",34
"connelly",34
"on-campus",34
"borrows",34
"bubblegum",34
"uncharacteristically",34
"accuser",34
"aunt's",34
"nutritionist",34
"cyprus",34
"physiology",34
"lactose",34
"manhood",34
"idiocy",34
"complicating",34
"clog",34
"feng",34
"deviation",34
"solicitors",34
"doves",34
"cote",34
"slums",34
"pariah",34
"koala",34
"undertaker",34
"underserved",34
"claustrophobic",34
"dissolution",34
"soiled",34
"unselfish",34
"bride's",34
"hippy",34
"cabo",34
"ridges",34
"1-6",34
"carpenters",34
"ibuprofen",34
"smalls",34
"adios",34
"overdo",34
"characterize",34
"harbinger",34
"unfulfilled",34
"anchoring",34
"discriminating",34
"stipend",34
"subdivisions",34
"pate",34
"oooh",34
"blockage",34
"ellington",34
"embarrassingly",34
"shiite",34
"jacuzzi",34
"exporters",34
"unsold",34
"decorator",34
"suave",34
"moto",34
"ching",34
"nursed",34
"aptitude",34
"garden's",34
"alps",34
"inscribed",34
"five-day",34
"norse",34
"shredder",34
"worshipping",34
"livers",34
"medvedev",34
"permissible",34
"airfares",34
"in-game",34
"completions",34
"methodically",34
"vo",34
"triples",34
"benched",34
"curds",34
"bashed",34
"fire's",34
"shakur",34
"drivel",34
"salinger",34
"chassis",34
"allstate",34
"chicagoland",34
"genie",34
"rankin",34
"fleas",34
"11-12",34
"relaunch",34
"la's",34
"reunions",34
"aladdin",34
"medics",34
"leavenworth",34
"monet",34
"mana",34
"mariachi",34
"ahold",34
"fricken",34
"kofi",34
"cya",34
"generation's",34
"chili's",34
"pitcher's",34
"ump",34
"computerized",34
"zetterberg",34
"theron",34
"burmese",34
"force's",34
"huffing",34
"pre-draft",34
"jakes",34
"o'malley's",34
"49-year-old",34
"lauer",34
"crm",34
"excesses",34
"east-west",34
"shanks",34
"hibiscus",34
"cassel",34
"bounties",34
"ackerman",34
"holton",34
"fells",34
"vehicle's",34
"sign-up",34
"maltese",34
"evict",34
"aldridge's",34
"wsop",34
"horford",34
"veep",34
"konerko",34
"samaritan",34
"plazas",34
"ripken",34
"stabilization",34
"lockheed",34
"yadier",34
"hillel",34
"wilkins",34
"aniston",34
"myles",34
"senator's",34
"36-year-old",34
"danville",34
"disrespected",34
"abysmal",34
"andover",34
"krause",34
"yung",34
"backstrom",34
"60-year-old",34
"mid-career",34
"sickest",34
"grange",34
"pok",34
"uci",34
"munoz",34
"dropouts",34
"57-year-old",34
"first-",34
"monday-thursday",34
"benzene",34
"downfield",34
"braun's",34
"20-",34
"marchers",34
"corrosion",34
"edina",34
"stockholders",34
"seaworld",34
"battier",34
"re-signed",34
"hitless",34
"record-setting",34
"detroiters",34
"marmol",34
"kucinich's",34
"a.m.-6",34
"ballwin",34
"republican-controlled",34
"ridgeville",34
"d-gloucester",34
"jobsohio",34
"11-4",34
"cornerbacks",34
"shattenkirk",34
"dunwoody",34
"#blessed",34
"startin",34
"#pr",34
"#book",34
"#devils",34
"#happy",34
"#nonprofit",34
"#alamw12",34
"#autism",34
"#coffee",34
"#taurus",34
"#mahomies",34
"w00t",34
"#thanksgiving",34
"#pirates",34
"#aztecs",34
"yayyyy",34
"#49ers",34
"marjorie",33
"infringed",33
"interacted",33
"paddles",33
"practising",33
"choy",33
"pulses",33
"diagonally",33
"definitively",33
"gupta",33
"alcatraz",33
"groaned",33
"deluded",33
"precautionary",33
"squealed",33
"escorts",33
"20-21",33
"planter",33
"yams",33
"alphabetical",33
"bolognese",33
"britannica",33
"painstaking",33
"archetypal",33
"tiff",33
"humanity's",33
"hume",33
"stringing",33
"winfield",33
"hippo",33
"havens",33
"hales",33
"antebellum",33
"sunderland",33
"mouthed",33
"inertia",33
"imposition",33
"sneaker",33
"esdc",33
"yam",33
"whiteboard",33
"railroads",33
"lobbies",33
"indecision",33
"weighty",33
"spinner",33
"terry's",33
"inns",33
"seep",33
"bestow",33
"spout",33
"intensify",33
"nanowrimo",33
"shepherd's",33
"lucy's",33
"toning",33
"galley",33
"raindrops",33
"papaya",33
"atypical",33
"anise",33
"cynic",33
"ugliness",33
"nepotism",33
"jethro",33
"resolute",33
"spate",33
"behaves",33
"galatians",33
"druid",33
"lawless",33
"tiramisu",33
"barlow",33
"ilk",33
"touche",33
"bobbie",33
"suspect's",33
"bigots",33
"extinguish",33
"bulgaria",33
"numbness",33
"spurts",33
"face-off",33
"sculpt",33
"35mm",33
"softens",33
"encased",33
"talkative",33
"conduit",33
"grandchild",33
"motorized",33
"denominator",33
"9-inch",33
"incensed",33
"martyn",33
"allergens",33
"revolutionaries",33
"english-speaking",33
"poplar",33
"altos",33
"designer's",33
"hectares",33
"hard-boiled",33
"silverware",33
"merle",33
"penetrating",33
"unafraid",33
"stanza",33
"unesco",33
"blockers",33
"jammies",33
"hsbc",33
"cocoon",33
"cmdr",33
"satirical",33
"versamark",33
"kristy",33
"peppercorns",33
"fluttering",33
"harrison's",33
"precocious",33
"marvel's",33
"wearer",33
"hand-painted",33
"verifying",33
"madman",33
"haywire",33
"fryer",33
"cami",33
"looted",33
"sash",33
"saa",33
"atticus",33
"get-go",33
"mumble",33
"unread",33
"subside",33
"jm",33
"mustn't",33
"connotations",33
"sprig",33
"magnate",33
"honeycomb",33
"petro",33
"negate",33
"enviable",33
"joni",33
"8-12",33
"ombudsman",33
"dialect",33
"kira",33
"leicester",33
"cookery",33
"sakes",33
"cognition",33
"posterity",33
"underlined",33
"stews",33
"unbridled",33
"mccarty",33
"tree-lined",33
"tabloids",33
"erasing",33
"gio",33
"disadvantages",33
"bugaboo",33
"millie",33
"bette",33
"connotation",33
"isp",33
"scribble",33
"bpd",33
"shakespearean",33
"protruding",33
"a-",33
"stunner",33
"uniting",33
"homerun",33
"onsite",33
"x's",33
"skillful",33
"helplessness",33
"polarized",33
"margie",33
"jalapenos",33
"mahal",33
"dude's",33
"ceo's",33
"trespass",33
"admires",33
"toolkit",33
"mft",33
"yore",33
"nobles",33
"on-going",33
"dishing",33
"d-middlesex",33
"wafers",33
"miler",33
"marti",33
"ditches",33
"uncertainties",33
"postpartum",33
"wahlberg",33
"optimize",33
"gentler",33
"boozy",33
"mercenaries",33
"rotated",33
"yuri",33
"fat-free",33
"taos",33
"introverted",33
"nicu",33
"hammers",33
"mountaintop",33
"ecosystems",33
"thawed",33
"coupe",33
"disregarded",33
"undying",33
"kiln",33
"resignations",33
"pf",33
"#followme",33
"milford",33
"worker's",33
"wanderlust",33
"lon",33
"xi",33
"monologues",33
"indescribable",33
"bossy",33
"initiating",33
"naturalist",33
"bobs",33
"justifiable",33
"editor-in-chief",33
"trotting",33
"notepad",33
"priory",33
"edm",33
"bosch",33
"anchorman",33
"givers",33
"subsidiaries",33
"scribes",33
"elisha",33
"canadiens",33
"blazed",33
"recaps",33
"assimilation",33
"not-for-profit",33
"axl",33
"vito",33
"gonzo",33
"momentary",33
"creamery",33
"flours",33
"ill-advised",33
"cartilage",33
"non-violent",33
"impala",33
"4-12",33
"litre",33
"nightmarish",33
"stairwell",33
"slur",33
"appendix",33
"nutrient",33
"x-factor",33
"expeditions",33
"pv",33
"hefner",33
"unscrupulous",33
"humphries",33
"hebron",33
"tripe",33
"fainted",33
"unwise",33
"benadryl",33
"across-the-board",33
"vindicated",33
"stagnation",33
"aapl",33
"distinguishing",33
"exeter",33
"grasshopper",33
"suitor",33
"wahoo",33
"plagues",33
"faltering",33
"toner",33
"quips",33
"skaters",33
"entranced",33
"user's",33
"helsinki",33
"barrymore",33
"chump",33
"sumner",33
"pius",33
"combing",33
"sophie's",33
"cummins",33
"wbc",33
"hallucinations",33
"acrobatic",33
"run-down",33
"grandstand",33
"clegg",33
"rounder",33
"sectarian",33
"fillers",33
"offs",33
"lizzy",33
"forman",33
"gage",33
"retrial",33
"derives",33
"ladle",33
"ed's",33
"ers",33
"leland",33
"minimizing",33
"airflow",33
"full-body",33
"serviced",33
"touchscreen",33
"possum",33
"15pm",33
"top-down",33
"ami",33
"dillard",33
"eamon",33
"brea",33
"sanderson",33
"winslet",33
"definetly",33
"nothings",33
"hiker",33
"krentcil",33
"barbarian",33
"bloodied",33
"tombstone",33
"150th",33
"retractable",33
"rarer",33
"maligned",33
"yada",33
"substantiated",33
"sashimi",33
"hit-and-run",33
"braided",33
"denomination",33
"slum",33
"eastman",33
"onerous",33
"sweeten",33
"pothole",33
"typewriters",33
"jered",33
"harvey's",33
"reload",33
"citrusy",33
"stir-fry",33
"pimple",33
"politico",33
"expansions",33
"avant",33
"dissenting",33
"verdicts",33
"underwhelmed",33
"industrialized",33
"abbas",33
"earnestly",33
"connors",33
"wilkes",33
"gaffe",33
"bonneville",33
"dhabi",33
"smoothed",33
"ambien",33
"atv",33
"divisional",33
"wolff",33
"25-year",33
"quirk",33
"harlequin",33
"cudi",33
"cowgirl",33
"zoned",33
"common-sense",33
"fil",33
"highlander",33
"preclude",33
"manufacturer's",33
"counterproductive",33
"cartagena",33
"mannequin",33
"un-american",33
"convene",33
"grinch",33
"kirkland",33
"ir",33
"precedence",33
"quorum",33
"ensembles",33
"embryonic",33
"game-changer",33
"infrequent",33
"colorless",33
"stubbornness",33
"three-fourths",33
"agent's",33
"year-long",33
"feller",33
"mined",33
"garber",33
"fec",33
"trucker",33
"poblano",33
"hitched",33
"backfire",33
"moans",33
"lovato",33
"self-sufficiency",33
"littering",33
"populous",33
"contraceptive",33
"peeves",33
"choirs",33
"pdc",33
"doubletree",33
"miscommunication",33
"bar's",33
"lake's",33
"burbs",33
"kasten",33
"simpson's",33
"off-campus",33
"economy's",33
"akerson",33
"bachman",33
"contraband",33
"theta",33
"mora",33
"one-night",33
"zips",33
"rainwater",33
"reed's",33
"nyquil",33
"drive-by",33
"sequoia",33
"wisc",33
"germantown",33
"hagedorn",33
"kenyon",33
"acacia",33
"one-fourth",33
"dah",33
"skateboarding",33
"restarted",33
"groupies",33
"cancellations",33
"paralegal",33
"haggerty",33
"gota",33
"defensemen",33
"impersonating",33
"staal",33
"kuroda",33
"svu",33
"foward",33
"hcg",33
"journal-constitution",33
"rivera's",33
"tymoshenko",33
"humphreys",33
"lodi",33
"penske",33
"niles",33
"owings",33
"lockyer",33
"hammel",33
"childress",33
"jeezy",33
"iverson",33
"qualifiers",33
"gao",33
"live-tweeting",33
"guestlist",33
"u're",33
"midcentury",33
"wallingford",33
"mortenson",33
"dot-com",33
"bencivengo",33
"kmox",33
"mclellan",33
"gemologist",33
"glenelg",33
"stanislaus",33
"washington-based",33
"v-6",33
"zito",33
"1-yard",33
"downtown's",33
"pettitte's",33
"season-opening",33
"pierre-paul",33
"unconference",33
"#nevershouldyouever",33
"#scorpio",33
"#green",33
"#vegan",33
"#starbucks",33
"wyd",33
"#golf",33
"tinychat",33
"#saints",33
"wayy",33
"qtr",33
"grt",33
"delinquency",32
"slouch",32
"upholstered",32
"hasten",32
"world-famous",32
"frey",32
"subconsciously",32
"musing",32
"galileo",32
"bleeds",32
"lawyer's",32
"eggnog",32
"manufactures",32
"everdeen",32
"variants",32
"suburbia",32
"baer",32
"parsnips",32
"unsightly",32
"croutons",32
"fifties",32
"aural",32
"harried",32
"drop-in",32
"bordered",32
"infamy",32
"herron",32
"six-year-old",32
"lanky",32
"renewables",32
"stephan",32
"manifests",32
"aquino",32
"zambia",32
"genitals",32
"claimants",32
"zillion",32
"permeates",32
"lightness",32
"medic",32
"fun-filled",32
"blackbird",32
"cushy",32
"plopped",32
"umass",32
"grisly",32
"powering",32
"borg",32
"joblessness",32
"cuties",32
"inference",32
"underprivileged",32
"ipkat",32
"stunted",32
"macabre",32
"hard-pressed",32
"stencils",32
"bradbury",32
"spin-off",32
"plano",32
"spoilt",32
"calvary",32
"fervently",32
"abject",32
"hast",32
"emmett",32
"goofing",32
"diabolical",32
"chalked",32
"-style",32
"uncovering",32
"unharmed",32
"acquires",32
"lorna",32
"relapse",32
"tartness",32
"staid",32
"panhandle",32
"tennant",32
"conceding",32
"relativity",32
"transmissions",32
"byob",32
"twenty-one",32
"canteen",32
"rejuvenate",32
"pepsico",32
"robin's",32
"pelvic",32
"cacophony",32
"kreme",32
"drape",32
"discrete",32
"pertain",32
"problem-solving",32
"livingstone",32
"junsu",32
"archetypes",32
"comings",32
"cinch",32
"jenner",32
"winks",32
"salivating",32
"teeming",32
"refills",32
"maxx",32
"thunderous",32
"syringes",32
"parity",32
"bandages",32
"resentful",32
"scolding",32
"prodding",32
"oncologist",32
"inescapable",32
"combative",32
"lurks",32
"rambo",32
"hakeem",32
"sulfur",32
"rarest",32
"faraway",32
"restores",32
"trumpets",32
"liquors",32
"tranquility",32
"so-so",32
"anthropologie",32
"thinned",32
"fajitas",32
"blister",32
"parrish",32
"pickers",32
"gulls",32
"glaciers",32
"individualism",32
"conveyor",32
"muni",32
"gingerly",32
"shiva",32
"irreparable",32
"foraging",32
"payed",32
"highlighter",32
"kombucha",32
"hob",32
"omelette",32
"gifting",32
"chum",32
"norwich",32
"bumbling",32
"neural",32
"rockford",32
"cognizant",32
"teetering",32
"taming",32
"eloquently",32
"fuchsia",32
"uno",32
"soiree",32
"quandary",32
"todo",32
"mosh",32
"ginny",32
"cadre",32
"assuredly",32
"inquisition",32
"sonics",32
"tyrant",32
"ligaments",32
"baggie",32
"eczema",32
"decisively",32
"shrieking",32
"o'toole",32
"prawn",32
"minnows",32
"uglier",32
"drunkenness",32
"ponce",32
"familial",32
"stifled",32
"kirsch",32
"smuggle",32
"lashed",32
"forties",32
"fuzz",32
"brewhouse",32
"concocted",32
"obamas",32
"livid",32
"maker's",32
"nascent",32
"fast-forward",32
"cheaters",32
"nicklas",32
"wane",32
"scratchy",32
"solemnly",32
"dampen",32
"slr",32
"walkable",32
"binders",32
"inlet",32
"bridge's",32
"fibromyalgia",32
"footnotes",32
"reassigned",32
"complexes",32
"jayne",32
"russell's",32
"roadblock",32
"monsieur",32
"chrissy",32
"overturning",32
"interrupts",32
"nourishing",32
"hereafter",32
"phishing",32
"detain",32
"chasers",32
"d-ii",32
"costner",32
"feasts",32
"kyi",32
"racquetball",32
"foxx",32
"vox",32
"tortoise",32
"spawning",32
"ebert",32
"refocus",32
"e.t",32
"transgressions",32
"twelfth",32
"subtract",32
